OTU	CK-1	CK-2	CK-3	TA-1	TA-2	TA-3	TB-1	TB-2	TB-3	TC-3	TC-2	TC-1	Taxonomy
Otu007420	1	0	0	0	0	0	0	2	0	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__CCM11a;f__;g__;s__
Otu007421	0	0	0	0	0	0	0	0	0	0	0	3	Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Hymenobacter
Otu007422	2	0	0	0	1	0	0	0	0	0	0	0	Root;k__Bacteria;p__Armatimonadetes;c__;o__;f__;g__;s__
Otu007423	0	1	0	2	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales
Otu007424	3	0	0	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__UASB-TL25;g__;s__
Otu007425	0	0	0	0	3	0	0	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
Otu007426	0	0	0	1	0	1	0	0	1	0	0	0	Root;k__Bacteria
Otu007427	0	0	0	2	0	0	0	0	1	0	0	0	Root;k__Bacteria;p__Candidate_division_OP3;c__;o__;f__;g__;s__
Otu007428	0	0	0	0	0	0	0	1	1	0	0	1	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__
Otu007429	0	2	0	0	0	0	0	0	0	1	0	0	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
Otu007430	0	2	0	0	0	0	0	1	0	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Planctomyces;s__
Otu007431	0	0	0	0	0	0	0	1	1	1	0	0	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Actinomycetales_bacterium_HO2017
Otu007432	0	0	0	0	1	0	0	1	0	0	0	1	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Singulisphaera
Otu007433	0	2	0	0	0	0	0	0	1	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
Otu007434	0	0	0	0	1	0	1	1	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Mitochondria
Otu007435	0	1	2	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Armatimonadetes;c__;o__;f__;g__;s__
Otu007436	0	1	0	0	0	0	0	1	0	0	1	0	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__Aquicella
Otu007437	0	0	0	0	0	1	0	1	1	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
Otu007438	0	0	1	0	1	0	0	0	0	1	0	0	Root;k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__
Otu007439	0	1	0	0	1	1	0	0	0	0	0	0	Root;k__Bacteria;p__Omnitrophica;c__NPL-UPA2
Otu007440	0	0	0	1	0	0	0	1	0	0	0	1	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__AT425-EubC11_terrestrial_group;f__;g__;s__
Otu007441	0	0	0	0	2	1	0	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas;s__Comamonas_terrigena
Otu007442	0	2	0	0	0	0	0	1	0	0	0	0	Root;k__Bacteria;p__Parcubacteria;c__;o__;f__;g__;s__
Otu007443	0	0	1	0	0	0	0	2	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rubellimicrobium
Otu007444	0	1	0	1	0	0	0	0	0	0	1	0	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
Otu007445	0	2	0	0	0	1	0	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__DB1-14;f__;g__;s__
Otu007446	1	0	0	0	0	0	0	1	0	0	0	1	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales
Otu007447	0	1	2	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
Otu007448	0	1	1	0	0	0	0	0	1	0	0	0	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Streptosporangiales;f__Thermomonosporaceae;g__Actinomadura;s__Actinomadura_viridis
Otu007449	0	1	1	0	0	0	0	0	0	0	0	1	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
Otu007450	1	1	0	0	0	0	0	0	0	1	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria
Otu007451	1	0	0	0	0	0	0	0	1	0	0	1	Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Cerasibacillus;s__
Otu007452	1	0	0	0	1	0	0	0	0	1	0	0	Root;k__Bacteria;p__Parcubacteria;c__;o__;f__;g__;s__
Otu007453	0	0	3	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__NKB5;f__;g__;s__
Otu007454	0	0	0	0	0	0	0	1	0	2	0	0	Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__DB27;g__;s__
Otu007455	0	0	0	0	0	0	0	0	3	0	0	0	Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Pseudobutyrivibrio;s__
Otu007456	1	1	0	0	0	0	0	0	0	0	0	1	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales;f__;g__;s__
Otu007457	0	1	0	0	0	0	1	1	0	0	0	0	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__
Otu007458	0	0	0	0	0	0	1	0	1	1	0	0	Root;k__Bacteria;p__Firmicutes;c__OPB54;o__;f__;g__;s__
Otu007459	0	1	1	1	0	0	0	0	0	0	0	0	Root;k__Bacteria
Otu007460	0	0	1	0	0	0	0	0	2	0	0	0	Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae
Otu007461	0	0	1	0	0	1	0	0	0	1	0	0	Root;k__Bacteria;p__Verrucomicrobia;c__OPB35_soil_group
Otu007462	0	0	0	0	1	0	0	0	1	1	0	0	Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__;f__;g__;s__
Otu007463	0	0	2	0	0	0	0	1	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfurellales;f__Desulfurellaceae;g__;s__
Otu007464	0	0	0	0	1	0	0	0	0	0	1	1	Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Candidatus_Glomeribacter;s__bacterium_endosymbiont_of_Mortierella_elongata
Otu007465	0	0	0	0	0	0	0	0	1	1	1	0	Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Otu007466	1	0	0	0	0	0	0	0	0	1	0	1	Root;k__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Lineage_IIa;f__;g__;s__
Otu007467	1	0	0	0	0	0	0	0	1	0	1	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales;f__;g__;s__
Otu007468	0	1	0	0	0	0	1	0	0	0	0	1	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella
Otu007469	0	1	0	0	0	0	1	0	1	0	0	0	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__S0134_terrestrial_group;f__;g__;s__
Otu007470	1	0	2	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Actinobacteria;c__Thermoleophilia
Otu007471	0	0	2	0	0	1	0	0	0	0	0	0	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__envOPS_17;g__;s__
Otu007472	1	0	0	0	0	0	0	2	0	0	0	0	Root;k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__
Otu007473	0	0	0	0	0	0	0	1	0	2	0	0	Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Cohnella
Otu007474	0	0	0	0	0	0	2	1	0	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Isosphaera;s__
Otu007475	0	0	0	0	1	0	2	0	0	0	0	0	Root;k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45;f__;g__;s__
Otu007476	0	0	0	0	1	1	1	0	0	0	0	0	Root;k__Bacteria;p__Chlamydiae;c__Chlamydiae;o__Chlamydiales;f__Parachlamydiaceae
Otu007477	0	0	0	0	0	0	0	0	0	0	2	1	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
Otu007478	0	0	0	0	0	0	1	1	1	0	0	0	Root;k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Pricia;s__
Otu007479	2	0	0	0	0	1	0	0	0	0	0	0	Root;k__Bacteria;p__JL-ETNP-Z39;c__;o__;f__;g__;s__
Otu007480	1	1	0	0	1	0	0	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium;s__
Otu007481	0	1	0	0	0	0	0	0	2	0	0	0	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__
Otu007482	1	0	0	0	0	0	0	2	0	0	0	0	Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto_13;s__
Otu007483	0	0	0	2	1	0	0	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Paralcaligenes
Otu007484	0	1	0	1	0	1	0	0	0	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Schlesneria;s__
Otu007485	0	0	0	0	0	0	0	0	0	2	0	1	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Pir4_lineage;s__
Otu007486	0	1	2	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Firmicutes;c__OPB54;o__;f__;g__;s__
Otu007487	1	0	0	0	0	0	1	0	0	1	0	0	Root;k__Bacteria
Otu007488	0	0	0	0	1	0	0	0	0	2	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium;s__
Otu007489	0	0	0	0	0	0	0	0	0	0	3	0	Root;k__Bacteria;p__Firmicutes;c__OPB54;o__;f__;g__;s__
Otu007490	0	0	2	0	0	0	0	0	0	0	0	1	Root;k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__0319-6M6;g__;s__
Otu007491	0	0	0	0	0	0	0	0	1	2	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Vulgatibacteraceae;g__Vulgatibacter
Otu007492	0	0	0	0	0	0	0	1	2	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__JTB23;o__;f__;g__;s__
Otu007493	0	1	0	0	0	0	0	0	1	0	1	0	Root;k__Bacteria;p__Acidobacteria;c__Holophagae;o__;f__;g__;s__
Otu007494	1	0	0	2	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Parcubacteria;c__;o__;f__;g__;s__
Otu007495	0	0	0	0	0	0	0	0	2	1	0	0	Root;k__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales;f__Caldilineaceae;g__;s__
Otu007496	0	0	2	0	1	0	0	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__MSB-1E8;g__;s__
Otu007497	0	1	0	0	0	1	0	0	0	1	0	0	Root;k__Bacteria;p__Acidobacteria;c__Holophagae;o__;f__;g__;s__
Otu007498	0	1	0	0	0	0	0	0	1	1	0	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Singulisphaera
Otu007499	0	0	0	0	2	0	0	0	0	1	0	0	Root;k__Bacteria;p__Parcubacteria;c__bacterium_SH4-10;o__bacterium_SH4-10;f__bacterium_SH4-10;g__bacterium_SH4-10;s__bacterium_SH4-10
Otu007500	1	2	0	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Betaproteobacteria
Otu007501	0	1	0	0	0	2	0	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales;f__;g__;s__
Otu007502	0	0	1	0	0	0	0	0	1	0	1	0	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__;s__
Otu007503	2	0	0	0	0	0	0	1	0	0	0	0	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__;s__
Otu007504	0	0	1	0	0	2	0	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
Otu007505	0	0	2	0	0	0	1	0	0	0	0	0	Root;k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__;f__;g__;s__
Otu007506	0	0	0	0	0	0	3	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Sandaracinaceae;g__Sandaracinus;s__
Otu007507	0	1	1	0	0	0	0	0	0	0	0	1	Root;k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__
Otu007508	1	1	0	0	0	0	0	0	0	1	0	0	Root;k__Bacteria;p__Saccharibacteria;c__;o__;f__;g__;s__
Otu007509	1	1	0	0	1	0	0	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;s__
Otu007510	0	0	1	0	0	2	0	0	0	0	0	0	Root;k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__;f__;g__;s__
Otu007511	0	0	0	0	0	1	1	1	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae
Otu007512	1	0	1	0	0	1	0	0	0	0	0	0	Root;k__Bacteria;p__Verrucomicrobia;c__S-BQ2-57_soil_group;o__;f__;g__;s__
Otu007513	0	0	0	0	0	0	0	2	1	0	0	0	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Flindersiella;s__
Otu007514	0	0	0	0	1	1	0	0	0	1	0	0	Root;k__Bacteria;p__Verrucomicrobia;c__OPB35_soil_group;o__;f__;g__;s__
Otu007515	0	1	0	1	0	0	0	1	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales
Otu007516	1	0	2	0	0	0	0	0	0	0	0	0	Root;k__Bacteria
Otu007517	1	0	1	0	0	1	0	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae
Otu007518	0	2	0	0	0	0	1	0	0	0	0	0	Root;k__Bacteria;p__Verrucomicrobia;c__Spartobacteria;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Chthoniobacter;s__
Otu007519	0	1	2	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__
Otu007520	0	0	1	0	2	0	0	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__TA18;o__;f__;g__;s__
Otu007521	0	0	0	0	0	0	1	0	0	0	2	0	Root;k__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales
Otu007522	0	0	0	0	1	0	0	0	1	0	1	0	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Flavisolibacter;s__Bacteroidetes_bacterium_RG1-1
Otu007523	2	0	1	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__JG30-KF-CM45;f__;g__;s__
Otu007524	1	0	0	0	0	0	1	0	0	0	0	1	Root;k__Bacteria;p__Verrucomicrobia;c__OPB35_soil_group;o__;f__;g__;s__
Otu007525	0	0	0	0	0	3	0	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__Aquicella
Otu007526	0	0	1	0	0	0	0	0	1	0	0	1	Root;k__Bacteria;p__Cyanobacteria;c__ML635J-21;o__;f__;g__;s__
Otu007527	1	0	0	0	0	1	0	0	1	0	0	0	Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus
Otu007528	0	0	0	1	2	0	0	0	0	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
Otu007529	0	0	1	0	0	0	2	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylobacter
Otu007530	0	0	0	0	0	0	0	0	2	1	0	0	Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__DB27;g__;s__
Otu007531	0	0	0	0	1	0	0	0	2	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales;f__;g__;s__
Otu007532	0	1	0	0	0	0	0	2	0	0	0	0	Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae_1;g__Clostridium_sensu_stricto_8;s__
Otu007533	0	0	0	0	1	0	0	2	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
Otu007534	0	0	0	0	0	0	0	0	2	1	0	0	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria
Otu007535	0	0	1	0	0	0	0	1	1	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
Otu007536	1	0	0	0	0	0	0	0	0	2	0	0	Root;k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__Aquicella;s__
Otu007537	0	0	0	1	0	0	0	1	0	0	0	1	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae
Otu007538	1	1	0	0	0	1	0	0	0	0	0	0	Root;k__Bacteria;p__Actinobacteria
Otu007539	0	1	0	1	1	0	0	0	0	0	0	0	Root;k__Bacteria;p__Candidate_division_OP3;c__;o__;f__;g__;s__
Otu007540	0	0	2	0	0	1	0	0	0	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Pir4_lineage;s__
Otu007541	0	0	0	0	0	0	0	0	0	0	1	2	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas
Otu007542	0	0	0	0	0	0	0	0	0	3	0	0	Root;k__Bacteria;p__Proteobacteria
Otu007543	0	2	0	0	0	1	0	0	0	0	0	0	Root;k__Bacteria;p__Planctomycetes
Otu007544	0	1	1	0	0	0	0	0	1	0	0	0	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__
Otu007545	0	0	0	0	0	0	0	0	0	0	3	0	Root;k__Bacteria;p__Chloroflexi;c__JG30-KF-CM66;o__;f__;g__;s__
Otu007546	0	1	0	0	0	0	1	0	0	1	0	0	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__S0134_terrestrial_group;f__;g__;s__
Otu007547	1	0	0	0	0	0	2	0	0	0	0	0	Root;k__Bacteria
Otu007548	0	1	0	1	0	0	1	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__GR-WP33-30
Otu007549	2	0	1	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Acidobacteria;c__Holophagae;o__;f__;g__;s__
Otu007550	0	2	0	0	0	0	0	0	1	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
Otu007551	0	0	0	0	0	0	0	0	0	3	0	0	Root;k__Bacteria;p__Parcubacteria;c__;o__;f__;g__;s__
Otu007552	0	0	0	0	1	0	1	1	0	0	0	0	Root;k__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Gemmatimonas;s__
Otu007553	1	0	0	0	1	0	0	0	0	0	0	1	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales
Otu007554	0	0	0	0	0	0	1	1	0	0	0	1	Root;k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Inquilinus;s__
Otu007555	0	0	0	0	0	1	1	0	0	0	1	0	Root;k__Bacteria;p__Fibrobacteres;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__possible_genus_04;s__
Otu007556	1	0	0	1	0	0	1	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Oligoflexales;f__;g__;s__
Otu007557	0	3	0	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Parcubacteria;c__;o__;f__;g__;s__
Otu007558	2	0	0	0	0	1	0	0	0	0	0	0	Root;k__Bacteria;p__Chloroflexi;c__TK10
Otu007559	2	0	0	0	0	1	0	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Haliangiaceae;g__Haliangium;s__
Otu007560	0	0	1	0	0	1	0	1	0	0	0	0	Root;k__Bacteria;p__Chloroflexi
Otu007561	2	0	0	0	0	0	0	1	0	0	0	0	Root;k__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Sphaerobacterales;f__Sphaerobacteraceae;g__Sphaerobacter;s__
Otu007562	0	0	0	3	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Parcubacteria;c__;o__;f__;g__;s__
Otu007563	0	1	0	0	1	0	0	1	0	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
Otu007564	0	3	0	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Parcubacteria;c__;o__;f__;g__;s__
Otu007565	0	2	0	0	0	0	0	1	0	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__CCM11a;f__;g__;s__
Otu007566	1	0	0	0	0	0	2	0	0	0	0	0	Root;k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Dehalobacter
Otu007567	0	0	0	0	0	1	0	0	0	1	0	1	Root;k__Bacteria;p__Planctomycetes;c__BD7-11;o__;f__;g__;s__
Otu007568	0	2	0	0	0	1	0	0	0	0	0	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__;s__
Otu007569	0	0	0	0	0	1	0	0	2	0	0	0	Root;k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__;s__
Otu007570	0	2	0	0	0	0	0	0	1	0	0	0	Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__Acidobacteriales;f__;g__;s__
Otu007571	2	0	0	0	0	1	0	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Blfdi19;g__;s__
Otu007572	0	3	0	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;s__
Otu007573	1	0	0	0	0	0	0	1	0	0	1	0	Root;k__Bacteria;p__Chloroflexi;c__JG30-KF-CM66;o__;f__;g__;s__
Otu007574	3	0	0	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales;f__Caldilineaceae;g__;s__
Otu007575	0	1	1	0	0	0	1	0	0	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__P3OB-42;g__;s__
Otu007576	0	0	0	0	3	0	0	0	0	0	0	0	Root;k__Bacteria;p__Acidobacteria;c__Acidobacteria;o__;f__;g__;s__
Otu007577	2	0	1	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Acidobacteria;c__Holophagae;o__;f__;g__;s__
Otu007578	0	0	0	0	0	0	0	0	1	2	0	0	Root;k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__C0119;f__;g__;s__
Otu007579	1	1	0	0	0	0	0	0	1	0	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae
Otu007580	0	0	1	0	1	0	0	0	1	0	0	0	Root;k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__;g__;s__
Otu007581	0	0	0	0	0	0	0	1	2	0	0	0	Root;k__Bacteria
Otu007582	0	0	0	0	0	0	1	0	0	2	0	0	Root;k__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__S-70;f__;g__;s__
Otu007583	0	0	0	0	0	1	0	0	1	1	0	0	Root;k__Bacteria;p__Planctomycetes;c__Planctomycetacia;o__Planctomycetales;f__Planctomycetaceae;g__Gemmata;s__
Otu007584	0	0	0	0	0	0	0	0	0	3	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria
Otu007585	0	0	0	0	0	0	3	0	0	0	0	0	Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus
Otu007586	1	1	1	0	0	0	0	0	0	0	0	0	Root;k__Bacteria;p__Cyanobacteria;c__Melainabacteria;o__Obscuribacterales;f__;g__;s__
Otu007587	0	0	0	0	0	0	0	0	0	0	2	1	Root;k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae
Otu007588	0	0	0	0	0	0	2	0	0	1	0	0	Root;k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Blfdi19;g__;s__
Otu007589	0	0	0	0	0	0	0	0	2	0	1	0	Root;k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Dietziaceae;g__Dietzia;s__Dietzia_maris
Otu007590	0	0	0	2	0	0	0	1	0	0	0	0	Root;k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__;f__;g__;s__
