Otu	CK-1	CK-2	CK-3	TA-1	TA-2	TA-3	TB-1	TB-2	TB-3	TC-1	TC-2	TC-3
Otu006664	0	2	0	0	0	1	0	0	1	0	0	0
Otu006665	0	0	1	1	0	0	0	0	2	0	0	0
Otu006666	0	0	2	0	0	0	2	0	0	0	0	0
Otu006667	0	1	0	1	0	0	2	0	0	0	0	0
Otu006668	0	0	0	0	0	0	2	0	0	0	1	1
Otu006669	4	0	0	0	0	0	0	0	0	0	0	0
Otu006670	0	0	2	0	0	0	0	0	1	0	0	1
Otu006671	0	1	0	0	0	0	0	3	0	0	0	0
Otu006672	0	1	0	0	0	0	2	0	0	1	0	0
Otu006673	0	0	2	0	0	0	0	0	0	0	1	1
Otu006674	0	0	0	1	1	0	0	0	0	0	2	0
Otu006675	1	0	1	0	0	1	0	1	0	0	0	0
Otu006676	0	1	0	0	0	0	0	3	0	0	0	0
Otu006677	0	1	0	0	0	1	1	0	1	0	0	0
Otu006678	0	1	0	1	0	1	0	1	0	0	0	0
Otu006679	0	3	1	0	0	0	0	0	0	0	0	0
Otu006680	1	1	0	0	2	0	0	0	0	0	0	0
Otu006681	0	4	0	0	0	0	0	0	0	0	0	0
Otu006682	0	0	0	0	2	0	0	0	0	0	2	0
Otu006683	0	2	0	1	0	1	0	0	0	0	0	0
Otu006684	0	0	0	0	1	0	0	0	2	1	0	0
Otu006685	1	0	1	0	0	0	0	1	0	0	0	1
Otu006686	0	3	0	1	0	0	0	0	0	0	0	0
Otu006687	0	1	0	1	1	0	0	0	0	0	0	1
Otu006688	0	0	0	0	0	1	1	0	1	0	0	1
Otu006689	0	0	0	0	0	0	1	1	2	0	0	0
Otu006690	0	2	2	0	0	0	0	0	0	0	0	0
Otu006691	0	2	0	0	0	1	0	0	0	0	0	1
Otu006692	0	0	0	0	0	1	0	2	1	0	0	0
Otu006693	1	0	0	0	1	0	0	1	0	0	0	1
Otu006694	0	0	4	0	0	0	0	0	0	0	0	0
Otu006695	0	1	0	0	0	0	0	0	0	3	0	0
Otu006696	0	1	1	1	0	0	0	0	1	0	0	0
Otu006697	0	2	1	0	1	0	0	0	0	0	0	0
Otu006698	0	0	0	0	1	0	0	3	0	0	0	0
Otu006699	3	0	1	0	0	0	0	0	0	0	0	0
Otu006700	0	0	0	1	0	0	1	2	0	0	0	0
Otu006701	1	0	0	0	0	0	1	0	1	0	0	1
Otu006702	0	1	0	0	0	2	0	1	0	0	0	0
Otu006703	0	0	0	0	1	0	1	0	0	0	2	0
Otu006704	0	0	0	0	0	0	0	1	0	1	1	1
Otu006705	0	0	0	0	0	0	0	2	1	1	0	0
Otu006706	1	0	0	0	1	1	1	0	0	0	0	0
Otu006707	1	0	0	1	1	0	0	0	1	0	0	0
Otu006708	0	0	0	0	0	1	1	1	1	0	0	0
Otu006709	0	0	0	0	1	0	0	3	0	0	0	0
Otu006710	1	2	0	0	1	0	0	0	0	0	0	0
Otu006711	1	0	0	0	0	0	1	1	0	1	0	0
Otu006712	0	0	1	0	0	1	0	2	0	0	0	0
Otu006713	0	0	0	2	1	0	0	0	0	0	0	1
Otu006714	1	1	0	1	1	0	0	0	0	0	0	0
Otu006715	3	0	0	0	0	0	1	0	0	0	0	0
Otu006716	0	1	0	0	1	0	1	0	1	0	0	0
Otu006717	0	1	2	0	1	0	0	0	0	0	0	0
Otu006718	1	2	0	0	0	0	1	0	0	0	0	0
Otu006719	1	0	0	0	1	0	0	2	0	0	0	0
Otu006720	0	2	0	0	0	0	0	0	0	0	1	1
Otu006721	0	0	1	1	0	0	0	2	0	0	0	0
Otu006722	0	1	2	1	0	0	0	0	0	0	0	0
Otu006723	0	2	0	0	0	0	0	2	0	0	0	0
Otu006724	0	1	0	0	1	1	0	0	0	1	0	0
Otu006725	0	2	0	0	1	1	0	0	0	0	0	0
Otu006726	0	0	0	0	0	4	0	0	0	0	0	0
Otu006727	1	3	0	0	0	0	0	0	0	0	0	0
Otu006728	0	0	0	3	0	0	0	1	0	0	0	0
Otu006729	1	2	0	0	0	0	0	1	0	0	0	0
Otu006730	1	2	0	0	1	0	0	0	0	0	0	0
Otu006731	1	0	0	0	0	1	0	1	0	0	1	0
Otu006732	0	0	0	0	1	0	0	3	0	0	0	0
Otu006733	0	0	0	2	0	0	0	2	0	0	0	0
Otu006734	0	1	0	1	0	0	0	0	1	0	1	0
Otu006735	1	3	0	0	0	0	0	0	0	0	0	0
Otu006736	1	0	0	1	0	0	1	0	0	0	1	0
Otu006737	0	0	0	0	0	0	2	0	0	1	0	1
Otu006738	0	1	0	1	0	0	1	1	0	0	0	0
Otu006739	1	1	0	0	0	0	0	0	0	0	1	1
Otu006740	0	0	0	0	0	0	2	1	1	0	0	0
Otu006741	0	0	0	1	0	0	0	0	1	1	1	0
Otu006742	1	1	1	0	0	0	0	0	1	0	0	0
Otu006743	0	0	0	0	0	0	1	1	0	1	0	1
Otu006744	0	0	0	2	0	0	0	0	1	0	0	1
Otu006745	1	0	0	1	0	0	0	1	1	0	0	0
Otu006746	0	0	0	0	1	1	1	0	0	1	0	0
Otu006747	1	0	0	0	1	1	0	0	0	1	0	0
Otu006748	0	1	0	0	0	0	0	0	1	2	0	0
Otu006749	2	1	0	0	0	1	0	0	0	0	0	0
Otu006750	1	3	0	0	0	0	0	0	0	0	0	0
Otu006751	0	1	0	0	1	0	0	0	1	0	0	1
Otu006752	0	1	0	0	0	1	1	0	0	0	0	1
Otu006753	0	0	2	0	0	0	0	0	1	1	0	0
Otu006754	0	0	0	0	0	0	2	1	1	0	0	0
Otu006755	2	1	0	1	0	0	0	0	0	0	0	0
Otu006756	0	0	0	0	0	1	0	2	1	0	0	0
Otu006757	1	0	2	0	1	0	0	0	0	0	0	0
Otu006758	0	0	0	0	0	1	0	0	2	0	0	1
Otu006759	0	1	0	0	0	0	0	0	0	0	0	3
Otu006760	0	1	0	0	2	0	0	0	1	0	0	0
Otu006761	0	1	0	1	0	0	0	2	0	0	0	0
Otu006762	0	0	1	0	2	0	1	0	0	0	0	0
Otu006763	1	1	0	0	0	1	0	0	0	1	0	0
Otu006764	0	0	0	0	0	0	0	4	0	0	0	0
Otu006765	0	1	1	0	1	0	0	0	1	0	0	0
Otu006766	2	0	2	0	0	0	0	0	0	0	0	0
Otu006767	2	1	0	0	0	0	1	0	0	0	0	0
Otu006768	0	0	0	0	0	1	0	0	0	1	1	1
Otu006769	3	0	0	0	0	1	0	0	0	0	0	0
Otu006770	1	1	0	1	1	0	0	0	0	0	0	0
Otu006771	0	0	0	0	0	0	2	0	0	1	1	0
Otu006772	0	0	0	0	0	0	3	0	1	0	0	0
Otu006773	0	1	0	1	0	0	0	0	0	0	0	2
Otu006774	1	0	0	0	1	0	1	0	1	0	0	0
Otu006775	0	0	1	1	0	1	1	0	0	0	0	0
Otu006776	1	0	1	0	0	0	1	1	0	0	0	0
Otu006777	1	0	0	0	0	1	1	1	0	0	0	0
Otu006778	0	1	1	0	1	0	0	0	0	0	0	1
Otu006779	0	2	0	0	0	0	0	0	2	0	0	0
Otu006780	0	2	0	2	0	0	0	0	0	0	0	0
Otu006781	2	0	1	0	1	0	0	0	0	0	0	0
Otu006782	0	0	0	0	0	0	0	3	0	1	0	0
Otu006783	0	0	0	1	0	1	0	0	0	1	0	1
Otu006784	0	0	0	1	2	0	1	0	0	0	0	0
Otu006785	0	0	0	0	0	0	0	0	1	0	0	3
Otu006786	0	0	0	0	0	0	1	1	2	0	0	0
Otu006787	0	0	0	0	0	0	3	1	0	0	0	0
Otu006788	1	0	1	0	1	0	1	0	0	0	0	0
Otu006789	0	0	2	1	0	0	0	0	0	0	1	0
Otu006790	1	1	2	0	0	0	0	0	0	0	0	0
Otu006791	0	0	1	0	0	1	0	0	0	1	0	1
Otu006792	3	1	0	0	0	0	0	0	0	0	0	0
Otu006793	3	1	0	0	0	0	0	0	0	0	0	0
Otu006794	1	1	0	0	0	0	0	0	0	0	0	2
Otu006795	0	0	0	0	4	0	0	0	0	0	0	0
Otu006796	1	0	1	0	0	0	1	0	0	0	0	1
Otu006797	0	0	0	0	0	0	0	1	3	0	0	0
Otu006798	0	0	0	0	1	2	0	0	1	0	0	0
Otu006799	0	1	0	0	0	0	0	3	0	0	0	0
Otu006800	0	1	0	0	1	2	0	0	0	0	0	0
Otu006801	0	1	2	0	0	0	0	1	0	0	0	0
Otu006802	0	2	0	0	1	1	0	0	0	0	0	0
Otu006803	0	1	0	0	2	0	1	0	0	0	0	0
Otu006804	0	0	0	2	1	0	1	0	0	0	0	0
Otu006805	0	0	1	0	0	0	1	0	2	0	0	0
Otu006806	1	0	0	0	0	0	1	0	1	0	1	0
Otu006807	1	0	1	0	2	0	0	0	0	0	0	0
Otu006808	0	1	0	0	0	3	0	0	0	0	0	0
Otu006809	0	0	0	0	0	0	0	0	4	0	0	0
Otu006810	0	0	0	0	0	0	0	4	0	0	0	0
Otu006811	1	0	0	0	0	2	0	0	1	0	0	0
Otu006812	0	0	0	0	0	0	1	1	0	0	1	1
Otu006813	0	1	1	1	0	0	0	0	1	0	0	0
Otu006814	0	0	0	0	0	0	0	1	2	1	0	0
Otu006815	0	0	0	0	4	0	0	0	0	0	0	0
Otu006816	1	0	2	0	0	0	0	1	0	0	0	0
Otu006817	0	0	0	0	0	0	0	1	3	0	0	0
Otu006818	1	1	0	2	0	0	0	0	0	0	0	0
Otu006819	0	2	0	0	0	0	1	0	1	0	0	0
Otu006820	0	4	0	0	0	0	0	0	0	0	0	0
Otu006821	0	0	2	0	0	2	0	0	0	0	0	0
Otu006822	3	0	0	0	1	0	0	0	0	0	0	0
Otu006823	1	1	0	0	1	1	0	0	0	0	0	0
Otu006824	0	0	2	0	1	1	0	0	0	0	0	0
Otu006825	2	0	2	0	0	0	0	0	0	0	0	0
Otu006826	0	0	1	0	0	0	0	3	0	0	0	0
Otu006827	0	0	1	0	0	1	0	1	0	1	0	0
Otu006828	0	0	0	0	0	0	2	1	1	0	0	0
Otu006829	1	0	0	0	0	2	0	0	0	0	0	1
Otu006830	0	0	0	1	0	2	0	0	0	1	0	0
Otu006831	1	1	0	0	1	0	1	0	0	0	0	0
Otu006832	0	2	1	0	0	0	0	0	0	1	0	0
Otu006833	0	2	0	0	1	0	1	0	0	0	0	0
Otu006834	3	0	1	0	0	0	0	0	0	0	0	0
Otu006835	0	1	2	1	0	0	0	0	0	0	0	0
Otu006836	0	2	0	0	1	1	0	0	0	0	0	0
Otu006837	0	0	0	0	1	0	0	3	0	0	0	0
Otu006838	0	0	0	2	1	1	0	0	0	0	0	0
Otu006839	0	1	0	0	1	1	1	0	0	0	0	0
Otu006840	0	2	0	2	0	0	0	0	0	0	0	0
Otu006841	0	1	0	0	0	0	1	0	1	0	0	1
Otu006842	0	0	0	0	1	0	0	1	1	0	0	1
Otu006843	0	0	1	0	0	0	0	0	3	0	0	0
Otu006844	0	0	0	1	0	0	1	0	0	0	1	1
Otu006845	0	0	0	0	0	0	1	0	2	0	1	0
Otu006846	0	0	0	0	2	2	0	0	0	0	0	0
Otu006847	0	0	0	2	0	0	2	0	0	0	0	0
Otu006848	0	0	0	0	2	0	1	0	1	0	0	0
Otu006849	2	0	0	0	0	0	0	0	2	0	0	0
Otu006850	2	0	1	0	0	0	1	0	0	0	0	0
Otu006851	0	0	0	0	0	0	0	0	1	3	0	0
Otu006852	1	2	0	0	0	0	0	0	1	0	0	0
Otu006853	0	0	0	1	0	0	0	2	0	0	1	0
Otu006854	0	1	0	0	1	0	1	0	1	0	0	0
Otu006855	1	0	0	0	0	1	0	0	1	0	1	0
Otu006856	1	1	0	0	1	0	0	0	0	1	0	0
Otu006857	0	0	0	0	1	0	0	1	1	0	0	1
Otu006858	1	0	1	0	0	0	0	0	1	0	1	0
Otu006859	1	1	0	0	0	0	2	0	0	0	0	0
Otu006860	0	0	0	2	0	1	0	0	1	0	0	0
Otu006861	0	4	0	0	0	0	0	0	0	0	0	0
Otu006862	0	0	0	0	0	1	0	0	3	0	0	0
Otu006863	0	0	0	0	1	0	3	0	0	0	0	0
Otu006864	0	1	0	0	1	0	1	0	0	1	0	0
Otu006865	0	3	0	0	1	0	0	0	0	0	0	0
Otu006866	1	3	0	0	0	0	0	0	0	0	0	0
Otu006867	3	0	0	0	0	0	0	0	0	0	0	1
Otu006868	2	1	0	0	0	0	0	0	1	0	0	0
Otu006869	0	0	0	0	0	0	0	3	1	0	0	0
Otu006870	0	0	1	0	1	0	0	0	0	0	2	0
Otu006871	1	0	2	0	0	0	0	1	0	0	0	0
Otu006872	1	0	0	0	2	0	0	1	0	0	0	0
Otu006873	0	0	0	0	0	2	1	0	1	0	0	0
Otu006874	1	1	0	0	1	0	0	1	0	0	0	0
Otu006875	0	2	1	0	0	0	0	1	0	0	0	0
Otu006876	0	0	1	0	1	0	0	0	1	1	0	0
Otu006877	1	2	0	0	0	0	0	0	0	0	0	1
Otu006878	1	0	0	0	0	0	0	0	0	3	0	0
Otu006879	0	3	0	0	0	0	0	1	0	0	0	0
Otu006880	0	0	0	0	0	1	0	0	0	3	0	0
Otu006881	3	0	1	0	0	0	0	0	0	0	0	0
Otu006882	0	3	0	0	1	0	0	0	0	0	0	0
Otu006883	0	0	0	0	0	0	1	0	2	1	0	0
Otu006884	1	0	0	0	0	0	0	0	0	2	0	1
Otu006885	0	2	0	0	2	0	0	0	0	0	0	0
Otu006886	1	0	0	0	0	1	0	0	1	0	1	0
Otu006887	0	1	1	0	0	0	1	0	1	0	0	0
Otu006888	0	0	0	0	0	3	0	1	0	0	0	0
Otu006889	0	2	0	0	0	0	1	0	0	1	0	0
Otu006890	0	2	2	0	0	0	0	0	0	0	0	0
Otu006891	1	1	1	0	0	1	0	0	0	0	0	0
Otu006892	0	1	0	3	0	0	0	0	0	0	0	0
Otu006893	2	0	0	0	0	0	0	1	0	0	1	0
Otu006894	0	0	2	0	0	0	0	1	0	0	0	1
Otu006895	4	0	0	0	0	0	0	0	0	0	0	0
Otu006896	3	0	0	0	0	0	0	0	0	1	0	0
Otu006897	0	1	0	0	0	0	0	2	1	0	0	0
Otu006898	0	0	0	0	1	0	0	1	0	2	0	0
Otu006899	2	0	0	0	0	1	0	1	0	0	0	0
Otu006900	0	1	0	0	0	0	0	2	1	0	0	0
Otu006901	0	0	0	2	0	0	0	0	0	0	1	1
Otu006902	0	0	0	0	0	2	0	1	0	1	0	0
Otu006903	0	1	0	1	0	0	0	1	0	0	1	0
Otu006904	0	0	1	1	0	1	0	1	0	0	0	0
Otu006905	2	0	0	0	0	0	0	2	0	0	0	0
Otu006906	1	1	0	0	0	1	0	1	0	0	0	0
Otu006907	0	0	1	0	1	0	0	0	1	0	0	1
Otu006908	0	4	0	0	0	0	0	0	0	0	0	0
Otu006909	0	1	0	0	0	0	1	0	1	0	1	0
Otu006910	1	0	3	0	0	0	0	0	0	0	0	0
Otu006911	0	0	0	0	0	0	1	0	1	1	0	1
Otu006912	0	2	0	0	0	0	0	1	0	0	0	1
Otu006913	0	0	0	0	0	0	1	2	0	1	0	0
Otu006914	0	2	0	0	1	0	0	0	0	0	0	1
Otu006915	0	0	0	0	0	0	0	1	1	0	2	0
Otu006916	0	1	1	0	0	0	0	0	2	0	0	0
Otu006917	0	0	0	0	0	0	0	0	2	0	1	1
Otu006918	1	0	0	0	0	0	1	1	0	0	1	0
Otu006919	1	0	0	0	0	0	0	2	1	0	0	0
Otu006920	0	3	0	1	0	0	0	0	0	0	0	0
Otu006921	0	1	0	0	2	0	0	0	0	0	1	0
Otu006922	1	0	0	0	1	0	0	0	2	0	0	0
Otu006923	0	0	1	1	0	0	0	0	2	0	0	0
Otu006924	0	2	0	0	0	1	0	1	0	0	0	0
Otu006925	2	0	0	1	0	0	0	0	0	1	0	0
Otu006926	1	0	0	0	1	0	0	0	0	0	1	1
Otu006927	0	2	0	0	1	0	0	0	1	0	0	0
Otu006928	1	1	2	0	0	0	0	0	0	0	0	0
Otu006929	1	1	1	1	0	0	0	0	0	0	0	0
Otu006930	0	0	0	0	1	1	0	2	0	0	0	0
Otu006931	1	2	0	0	0	0	1	0	0	0	0	0
Otu006932	0	0	2	0	0	1	0	0	0	0	0	1
Otu006933	0	0	0	2	0	0	2	0	0	0	0	0
Otu006934	1	1	0	1	1	0	0	0	0	0	0	0
Otu006935	0	0	0	1	1	0	0	1	0	1	0	0
Otu006936	0	2	0	0	0	0	0	1	0	0	0	1
Otu006937	0	0	0	0	1	0	1	2	0	0	0	0
Otu006938	0	0	0	1	1	0	0	0	2	0	0	0
Otu006939	0	0	0	0	0	0	0	4	0	0	0	0
Otu006940	0	1	1	0	0	0	0	0	2	0	0	0
Otu006941	0	0	0	1	0	0	0	3	0	0	0	0
Otu006942	0	0	0	1	0	0	0	0	1	2	0	0
Otu006943	1	0	0	1	0	0	0	0	1	1	0	0
Otu006944	0	1	1	0	0	0	2	0	0	0	0	0
Otu006945	0	0	4	0	0	0	0	0	0	0	0	0
Otu006946	0	0	0	0	0	1	1	1	1	0	0	0
Otu006947	0	0	1	0	0	0	0	3	0	0	0	0
Otu006948	1	0	0	0	1	1	1	0	0	0	0	0
Otu006949	0	0	0	3	0	0	0	0	0	1	0	0
Otu006950	0	2	0	0	1	0	0	0	0	1	0	0
Otu006951	0	0	4	0	0	0	0	0	0	0	0	0
Otu006952	0	0	0	0	3	1	0	0	0	0	0	0
Otu006953	0	0	0	0	0	0	0	0	0	0	0	4
Otu006954	1	0	1	0	1	0	1	0	0	0	0	0
Otu006955	1	1	0	1	0	0	0	1	0	0	0	0
Otu006956	0	0	0	3	0	1	0	0	0	0	0	0
Otu006957	1	0	0	0	0	0	0	1	0	0	2	0
Otu006958	0	1	2	0	0	0	0	0	1	0	0	0
Otu006959	0	1	0	0	0	0	2	0	0	0	1	0
Otu006960	0	1	0	0	1	0	0	1	0	0	0	1
Otu006961	0	0	1	2	0	0	0	0	1	0	0	0
Otu006962	0	2	0	1	0	1	0	0	0	0	0	0
Otu006963	2	1	0	0	0	0	0	0	0	0	1	0
Otu006964	0	1	0	1	1	0	1	0	0	0	0	0
Otu006965	0	1	1	0	0	2	0	0	0	0	0	0
Otu006966	0	3	1	0	0	0	0	0	0	0	0	0
Otu006967	0	0	0	1	0	2	0	1	0	0	0	0
Otu006968	0	1	0	0	0	1	1	1	0	0	0	0
Otu006969	0	0	0	1	0	1	0	0	2	0	0	0
Otu006970	0	1	0	0	1	1	0	0	0	1	0	0
Otu006971	0	2	2	0	0	0	0	0	0	0	0	0
Otu006972	0	0	0	0	0	1	0	2	0	1	0	0
Otu006973	0	0	0	0	0	0	1	1	2	0	0	0
Otu006974	1	0	2	0	0	0	1	0	0	0	0	0
Otu006975	0	0	0	0	2	0	0	0	1	1	0	0
Otu006976	0	0	0	0	0	0	2	0	1	0	0	1
Otu006977	1	1	1	0	0	0	1	0	0	0	0	0
Otu006978	1	1	0	0	1	0	0	0	0	1	0	0
Otu006979	0	1	0	0	0	0	2	0	0	0	0	1
Otu006980	1	0	0	0	1	0	1	0	0	0	1	0
Otu006981	0	0	0	0	0	0	0	0	1	0	0	3
Otu006982	1	0	0	0	0	0	0	1	0	2	0	0
Otu006983	0	0	3	0	0	0	0	0	0	0	0	1
Otu006984	0	0	0	0	0	1	3	0	0	0	0	0
Otu006985	0	1	1	0	0	0	0	1	0	1	0	0
Otu006986	0	2	0	0	0	1	0	0	1	0	0	0
Otu006987	0	1	0	0	0	1	0	0	0	2	0	0
Otu006988	0	1	0	0	0	1	1	0	1	0	0	0
Otu006989	2	0	1	0	0	0	0	1	0	0	0	0
Otu006990	0	0	1	0	0	1	1	0	0	0	1	0
Otu006991	0	2	0	1	0	0	0	1	0	0	0	0
Otu006992	1	0	0	0	0	1	0	0	1	0	1	0
Otu006993	0	2	1	0	0	1	0	0	0	0	0	0
Otu006994	0	0	0	2	0	0	0	2	0	0	0	0
Otu006995	1	1	1	0	0	1	0	0	0	0	0	0
Otu006996	1	0	0	1	0	0	0	0	1	0	0	1
Otu006997	1	1	1	0	0	0	0	1	0	0	0	0
Otu006998	0	3	0	0	0	0	0	0	0	0	0	1
Otu006999	0	0	3	0	0	0	0	1	0	0	0	0
Otu007000	1	1	0	0	0	0	2	0	0	0	0	0
Otu007001	0	1	0	1	0	0	0	0	0	2	0	0
Otu007002	0	0	0	0	0	0	0	2	0	0	0	2
Otu007003	0	1	0	0	0	0	0	1	0	0	0	2
Otu007004	0	0	0	0	0	1	1	0	0	2	0	0
Otu007005	2	0	0	0	1	1	0	0	0	0	0	0
Otu007006	0	0	0	0	0	0	0	1	0	0	3	0
Otu007007	0	0	0	1	1	0	0	0	1	1	0	0
Otu007008	0	0	1	1	0	0	1	1	0	0	0	0
Otu007009	1	0	0	0	1	0	0	0	1	1	0	0
Otu007010	1	0	0	0	0	0	0	0	0	0	2	1
Otu007011	0	0	0	1	0	0	0	1	2	0	0	0
Otu007012	0	1	0	0	0	0	1	1	0	1	0	0
Otu007013	0	0	0	0	0	0	1	1	0	0	0	2
Otu007014	0	1	3	0	0	0	0	0	0	0	0	0
Otu007015	1	0	0	0	0	0	0	0	2	0	1	0
Otu007016	1	0	0	0	0	0	1	2	0	0	0	0
Otu007017	0	0	2	1	0	0	1	0	0	0	0	0
Otu007018	0	0	0	1	0	0	0	0	1	0	2	0
Otu007019	0	1	0	0	1	0	1	0	0	0	1	0
Otu007020	0	0	0	0	0	0	0	0	2	0	2	0
Otu007021	0	2	0	0	1	0	0	1	0	0	0	0
Otu007022	0	2	0	0	0	0	0	0	2	0	0	0
Otu007023	1	0	0	0	0	0	0	0	1	0	0	2
Otu007024	1	0	2	0	0	1	0	0	0	0	0	0
Otu007025	0	1	0	0	1	1	1	0	0	0	0	0
Otu007026	0	1	0	0	0	0	1	0	0	2	0	0
Otu007027	3	0	0	1	0	0	0	0	0	0	0	0
Otu007028	0	0	0	0	0	0	0	0	1	1	2	0
Otu007029	3	0	0	0	0	0	0	0	0	0	1	0
Otu007030	0	0	3	0	0	0	0	0	0	0	0	1
Otu007031	2	0	2	0	0	0	0	0	0	0	0	0
Otu007032	0	0	0	0	0	0	0	1	2	0	0	1
Otu007033	0	0	0	0	0	0	1	1	2	0	0	0
Otu007034	0	0	0	0	0	0	4	0	0	0	0	0
Otu007035	2	1	0	0	0	0	0	0	0	1	0	0
Otu007036	0	2	0	0	0	0	1	0	0	0	0	1
Otu007037	2	0	0	0	0	0	0	1	1	0	0	0
Otu007038	2	0	0	0	0	0	0	0	2	0	0	0
Otu007039	0	0	0	0	0	0	0	1	1	1	1	0
Otu007040	0	0	0	0	0	0	0	1	1	2	0	0
Otu007041	0	0	0	0	1	0	0	2	0	0	1	0
Otu007042	0	0	0	0	0	0	2	1	1	0	0	0
Otu007043	0	0	4	0	0	0	0	0	0	0	0	0
Otu007044	0	0	0	0	2	2	0	0	0	0	0	0
Otu007045	0	0	3	0	1	0	0	0	0	0	0	0
Otu007046	0	3	0	1	0	0	0	0	0	0	0	0
Otu007047	0	1	0	0	2	0	0	0	1	0	0	0
Otu007048	1	1	0	0	1	0	0	0	0	0	0	1
Otu007049	0	0	2	0	1	0	0	0	1	0	0	0
Otu007050	0	0	0	0	0	1	0	1	1	0	0	1
Otu007051	0	1	0	0	0	0	0	3	0	0	0	0
Otu007052	0	0	0	0	0	0	1	0	0	0	0	3
Otu007053	1	2	0	0	0	0	1	0	0	0	0	0
Otu007054	0	0	0	0	0	0	1	2	1	0	0	0
Otu007055	1	0	0	1	0	0	0	2	0	0	0	0
Otu007056	0	0	1	0	0	1	0	1	0	0	1	0
Otu007057	0	0	0	0	0	0	0	4	0	0	0	0
Otu007058	2	1	0	0	0	0	0	1	0	0	0	0
Otu007059	0	3	0	1	0	0	0	0	0	0	0	0
Otu007060	1	0	0	1	1	0	0	1	0	0	0	0
Otu007061	0	0	0	0	0	0	0	0	0	0	4	0
Otu007062	3	0	0	0	1	0	0	0	0	0	0	0
Otu007063	1	0	1	0	0	0	1	0	1	0	0	0
Otu007064	1	0	0	0	0	0	0	0	2	1	0	0
Otu007065	1	1	0	0	1	0	0	1	0	0	0	0
Otu007066	0	0	0	0	1	0	0	0	0	2	0	1
Otu007067	0	0	0	0	2	1	0	0	1	0	0	0
Otu007068	1	2	0	0	1	0	0	0	0	0	0	0
Otu007069	1	0	0	0	0	1	0	1	1	0	0	0
Otu007070	0	0	0	1	0	0	0	0	0	2	0	1
Otu007071	0	0	0	0	0	0	1	1	1	0	0	1
Otu007072	1	0	0	0	2	1	0	0	0	0	0	0
Otu007073	0	0	3	0	0	0	0	1	0	0	0	0
Otu007074	1	0	0	0	1	0	1	0	1	0	0	0
Otu007075	1	3	0	0	0	0	0	0	0	0	0	0
Otu007076	0	0	3	0	0	0	0	0	0	0	0	1
Otu007077	1	0	1	0	0	1	0	0	1	0	0	0
Otu007078	0	1	1	0	0	0	1	1	0	0	0	0
Otu007079	1	1	0	0	1	1	0	0	0	0	0	0
Otu007080	0	0	0	0	0	0	0	0	2	1	1	0
Otu007081	1	0	1	0	0	0	1	1	0	0	0	0
Otu007082	0	0	0	2	0	0	0	0	2	0	0	0
Otu007083	0	0	0	0	0	0	1	3	0	0	0	0
Otu007084	0	2	0	0	2	0	0	0	0	0	0	0
Otu007085	0	0	2	1	0	1	0	0	0	0	0	0
Otu007086	0	0	0	0	0	0	0	1	1	1	0	1
Otu007087	0	1	1	0	0	0	0	0	1	0	1	0
Otu007088	1	0	0	0	1	0	1	0	1	0	0	0
Otu007089	0	1	0	0	0	0	0	0	1	0	0	2
Otu007090	0	0	0	0	0	1	0	1	0	1	0	1
Otu007091	1	0	0	3	0	0	0	0	0	0	0	0
Otu007092	1	0	0	0	1	0	0	2	0	0	0	0
Otu007093	0	4	0	0	0	0	0	0	0	0	0	0
Otu007094	0	0	0	0	0	0	0	0	0	1	1	2
Otu007095	0	0	0	0	0	3	0	0	0	0	1	0
Otu007096	0	1	0	1	0	0	0	1	0	0	0	1
Otu007097	0	0	0	0	0	2	0	2	0	0	0	0
Otu007098	0	2	0	1	0	0	0	0	0	0	1	0
Otu007099	0	0	0	1	1	0	1	1	0	0	0	0
Otu007100	0	0	0	0	2	1	0	1	0	0	0	0
Otu007101	0	0	0	0	0	0	0	0	0	0	0	4
Otu007102	0	0	0	0	2	0	0	0	0	2	0	0
Otu007103	0	1	0	1	0	1	1	0	0	0	0	0
Otu007104	1	0	1	0	0	0	0	0	0	0	1	1
Otu007105	1	0	0	0	0	1	0	0	2	0	0	0
Otu007106	0	0	1	1	0	0	2	0	0	0	0	0
Otu007107	1	2	0	0	1	0	0	0	0	0	0	0
Otu007108	0	2	0	0	0	2	0	0	0	0	0	0
Otu007109	1	1	1	0	0	0	1	0	0	0	0	0
Otu007110	1	0	3	0	0	0	0	0	0	0	0	0
Otu007111	0	1	0	1	2	0	0	0	0	0	0	0
Otu007112	0	1	0	0	2	1	0	0	0	0	0	0
Otu007113	0	2	0	1	0	0	0	0	1	0	0	0
Otu007114	0	0	0	0	1	0	0	0	1	0	0	2
Otu007115	0	0	0	2	1	0	0	0	1	0	0	0
Otu007116	0	3	0	0	0	0	0	0	1	0	0	0
Otu007117	0	0	0	0	2	0	0	0	0	1	0	1
Otu007118	2	0	0	0	0	1	0	0	1	0	0	0
Otu007119	0	4	0	0	0	0	0	0	0	0	0	0
Otu007120	0	0	1	0	2	0	0	0	0	1	0	0
Otu007121	1	1	0	0	2	0	0	0	0	0	0	0
Otu007122	1	3	0	0	0	0	0	0	0	0	0	0
Otu007123	0	0	0	0	0	0	0	0	1	1	0	2
Otu007124	1	0	1	0	0	1	0	0	0	0	0	1
Otu007125	0	2	0	0	0	1	0	0	0	0	1	0
Otu007126	0	1	0	1	0	0	0	0	0	1	0	1
Otu007127	1	0	0	0	0	3	0	0	0	0	0	0
